number,definiteConnectedNumber,optionalConnectedNumber,distanceFromRoot,towerHeight,factorCount,primeFactorization,primeNumberSystem
1978,3956,659,50,1,3,"2^1 * 23^1 * 43^1",10000100000001
1979,3958,,143,0,1,"1979^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1982,3964,,99,1,2,"2^1 * 991^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
1984,3968,661,112,6,2,"2^6 * 31^1",10000000006
1988,3976,,24,2,3,"2^2 * 7^1 * 71^1",10000000000000001002
1990,3980,663,24,1,3,"2^1 * 5^1 * 199^1",1000000000000000000000000000000000000000000101
1996,3992,665,50,2,2,"2^2 * 499^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002
1997,3994,,50,0,1,"1997^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2000,4000,,112,4,2,"2^4 * 5^3",304
2002,4004,667,143,1,4,"2^1 * 7^1 * 11^1 * 13^1",111001
2006,4012,,42,1,3,"2^1 * 17^1 * 59^1",10000000001000001
2008,4016,669,68,3,2,"2^3 * 251^1",100000000000000000000000000000000000000000000000000003
2014,4028,671,94,1,3,"2^1 * 19^1 * 53^1",1000000010000001
2015,4030,,94,0,3,"5^1 * 13^1 * 31^1",10000100100
2020,4040,673,63,2,3,"2^2 * 5^1 * 101^1",10000000000000000000000102
2024,4048,,112,3,3,"2^3 * 11^1 * 23^1",100010003
2026,4052,675,112,1,2,"2^1 * 1013^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2032,4064,677,50,4,2,"2^4 * 127^1",1000000000000000000000000000004
2033,4066,,112,0,2,"19^1 * 107^1",1000000000000000000010000000
2038,4076,679,63,1,2,"2^1 * 1019^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2042,4084,,50,1,2,"2^1 * 1021^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2044,4088,681,63,2,3,"2^2 * 7^1 * 73^1",100000000000000001002
2045,4090,,63,0,2,"5^1 * 409^1",10000000000000000000000000000000000000000000000000000000000000000000000000000100
2050,4100,683,37,1,3,"2^1 * 5^2 * 41^1",1000000000201
2051,4102,,37,0,2,"7^1 * 293^1",10000000000000000000000000000000000000000000000000000000001000
2056,4112,685,125,3,2,"2^3 * 257^1",1000000000000000000000000000000000000000000000000000003
2060,4120,,125,2,3,"2^2 * 5^1 * 103^1",100000000000000000000000102
2062,4124,687,37,1,2,"2^1 * 1031^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2065,4130,,125,0,3,"5^1 * 7^1 * 59^1",10000000000001100
2068,4136,689,125,2,3,"2^2 * 11^1 * 47^1",100000000010002
2069,4138,,125,0,1,"2069^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2074,4148,691,125,1,3,"2^1 * 17^1 * 61^1",100000000001000001
2078,4156,,63,1,2,"2^1 * 1039^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2080,4160,693,32,5,3,"2^5 * 5^1 * 13^1",100105
2086,4172,695,125,1,3,"2^1 * 7^1 * 149^1",10000000000000000000000000000001001
2087,4174,,112,0,1,"2087^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2092,4184,697,125,2,2,"2^2 * 523^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002
2096,4192,,32,4,2,"2^4 * 131^1",10000000000000000000000000000004
2098,4196,699,63,1,2,"2^1 * 1049^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2104,4208,701,81,3,2,"2^3 * 263^1",10000000000000000000000000000000000000000000000000000003
2105,4210,,125,0,2,"5^1 * 421^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000100
2110,4220,703,169,1,3,"2^1 * 5^1 * 211^1",10000000000000000000000000000000000000000000101
2114,4228,,81,1,3,"2^1 * 7^1 * 151^1",100000000000000000000000000000001001
2116,4232,705,32,2,2,"2^2 * 23^2",200000002
2119,4238,,81,0,2,"13^1 * 163^1",10000000000000000000000000000000100000
2122,4244,707,125,1,2,"2^1 * 1061^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2123,4246,,32,0,2,"11^1 * 193^1",10000000000000000000000000000000000000010000
2125,4250,,125,0,2,"5^3 * 17^1",1000300
2126,4252,,76,1,2,"2^1 * 1063^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2128,4256,709,32,4,3,"2^4 * 7^1 * 19^1",10001004
2132,4264,,32,2,3,"2^2 * 13^1 * 41^1",1000000100002
2134,4268,711,63,1,3,"2^1 * 11^1 * 97^1",1000000000000000000010001
2140,4280,713,24,2,3,"2^2 * 5^1 * 107^1",1000000000000000000000000102
2141,4282,,24,0,1,"2141^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2146,4292,715,24,1,3,"2^1 * 29^1 * 37^1",101000000001
2150,4300,,24,1,3,"2^1 * 5^2 * 43^1",10000000000201
2152,4304,717,32,3,2,"2^3 * 269^1",100000000000000000000000000000000000000000000000000000003
2153,4306,,76,0,1,"2153^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2158,4316,719,50,1,3,"2^1 * 13^1 * 83^1",10000000000000000100001
2159,4318,,125,0,2,"17^1 * 127^1",1000000000000000000000001000000
2164,4328,721,45,2,2,"2^2 * 541^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002
2168,4336,,45,3,2,"2^3 * 271^1",1000000000000000000000000000000000000000000000000000000003
2170,4340,723,45,1,4,"2^1 * 5^1 * 7^1 * 31^1",10000001101
2176,4352,725,19,7,2,"2^7 * 17^1",1000007
2177,4354,,138,0,2,"7^1 * 311^1",1000000000000000000000000000000000000000000000000000000000001000
2180,4360,,45,2,3,"2^2 * 5^1 * 109^1",10000000000000000000000000102
2182,4364,727,45,1,2,"2^1 * 1091^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2186,4372,,32,1,2,"2^1 * 1093^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2188,4376,729,32,2,2,"2^2 * 547^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002
2194,4388,731,138,1,2,"2^1 * 1097^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2195,4390,,138,0,2,"5^1 * 439^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000100
2200,4400,733,94,3,3,"2^3 * 5^2 * 11^1",10203
2204,4408,,45,2,3,"2^2 * 19^1 * 29^1",1010000002
2206,4412,735,45,1,2,"2^1 * 1103^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2207,4414,,169,0,1,"2207^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2212,4424,737,138,2,3,"2^2 * 7^1 * 79^1",1000000000000000001002
2213,4426,,138,0,1,"2213^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2218,4436,739,19,1,2,"2^1 * 1109^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2222,4444,,32,1,3,"2^1 * 11^1 * 101^1",10000000000000000000010001
2224,4448,741,45,4,2,"2^4 * 139^1",1000000000000000000000000000000004
2227,4454,,138,0,2,"17^1 * 131^1",10000000000000000000000001000000
2230,4460,743,94,1,3,"2^1 * 5^1 * 223^1",100000000000000000000000000000000000000000000101
2231,4462,,94,0,2,"23^1 * 97^1",1000000000000000100000000
2236,4472,745,89,2,3,"2^2 * 13^1 * 43^1",10000000100002
2240,4480,,19,6,3,"2^6 * 5^1 * 7^1",1106
2242,4484,747,45,1,3,"2^1 * 19^1 * 59^1",10000000010000001
2248,4496,749,45,3,2,"2^3 * 281^1",100000000000000000000000000000000000000000000000000000000003
2249,4498,,45,0,2,"13^1 * 173^1",1000000000000000000000000000000000100000
2254,4508,751,138,1,3,"2^1 * 7^2 * 23^1",100002001
2258,4516,,37,1,2,"2^1 * 1129^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2260,4520,753,19,2,3,"2^2 * 5^1 * 113^1",100000000000000000000000000102
2266,4532,755,63,1,3,"2^1 * 11^1 * 103^1",100000000000000000000010001
2267,4534,,89,0,1,"2267^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2272,4544,757,107,5,2,"2^5 * 71^1",10000000000000000005
2278,4556,759,58,1,3,"2^1 * 17^1 * 67^1",1000000000001000001
2284,4568,761,32,2,2,"2^2 * 571^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002
2287,4574,,120,0,1,"2287^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2288,4576,,107,4,3,"2^4 * 11^1 * 13^1",110004
2290,4580,763,151,1,3,"2^1 * 5^1 * 229^1",10000000000000000000000000000000000000000000000101
2294,4588,,58,1,3,"2^1 * 31^1 * 37^1",110000000001
2296,4592,765,45,3,3,"2^3 * 7^1 * 41^1",1000000001003
2302,4604,767,58,1,2,"2^1 * 1151^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2308,4616,769,32,2,2,"2^2 * 577^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002
2314,4628,771,32,1,3,"2^1 * 13^1 * 89^1",100000000000000000100001
2320,4640,773,120,4,3,"2^4 * 5^1 * 29^1",1000000104
2321,4642,,32,0,2,"11^1 * 211^1",10000000000000000000000000000000000000000010000
2324,4648,,120,2,3,"2^2 * 7^1 * 83^1",10000000000000000001002
2326,4652,775,151,1,2,"2^1 * 1163^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2332,4664,777,32,2,3,"2^2 * 11^1 * 53^1",1000000000010002
2338,4676,779,58,1,3,"2^1 * 7^1 * 167^1",100000000000000000000000000000000001001
2339,4678,,58,0,1,"2339^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2344,4688,781,120,3,2,"2^3 * 293^1",10000000000000000000000000000000000000000000000000000000000003
2348,4696,,120,2,2,"2^2 * 587^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002
2350,4700,783,120,1,3,"2^1 * 5^2 * 47^1",100000000000201
2356,4712,785,120,2,3,"2^2 * 19^1 * 31^1",10010000002
2362,4724,787,58,1,2,"2^1 * 1181^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2368,4736,789,27,6,2,"2^6 * 37^1",100000000006
2369,4738,,120,0,2,"23^1 * 103^1",100000000000000000100000000
2374,4748,791,76,1,2,"2^1 * 1187^1",100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2375,4750,,164,0,2,"5^3 * 19^1",10000300
2380,4760,793,76,2,4,"2^2 * 5^1 * 7^1 * 17^1",1001102
2386,4772,795,102,1,2,"2^1 * 1193^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
2389,4778,,27,0,1,"2389^1",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2392,4784,797,120,3,3,"2^3 * 13^1 * 23^1",100100003
2393,4786,,71,0,1,"2393^1",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
